math_skill,programming_skill,communication_skill,creativity,analytical_thinking,memory,attention_to_detail,teamwork,leadership,stress_tolerance,adaptability,curiosity,math_interest,physics_interest,chemistry_interest,biology_interest,it_interest,economics_interest,humanities_interest,art_interest,sports_interest,desired_salary,preferred_work_env,work_life_balance,chosen_field
4.5,5.0,4.2,2.8,5.0,2.1,2.1,4.1,1.5,3.0,4.2,4.3,2.6,4.7,1.9,2.3,4.6,3.4,1.4,4.9,1.1,162168.15519820977,3,3.6567259960037775,Computer Science
4.1,5.0,3.4,3.9,4.8,2.3,2.4,3.0,1.5,1.4,2.4,3.7,2.3,4.0,2.9,4.0,4.7,3.9,2.9,2.0,1.0,143639.2840139937,3,5.252456107410228,Computer Science
4.0,4.1,3.6,2.9,3.1,2.8,4.2,1.6,3.2,1.1,3.9,3.2,2.4,3.7,1.5,4.0,4.1,3.5,1.4,5.0,4.6,242949.78461918584,1,5.25242338364665,Psychology
4.4,4.8,4.0,2.6,4.4,2.4,2.4,3.5,2.9,4.3,2.3,3.8,3.7,3.8,2.7,3.5,4.2,2.6,1.2,2.1,2.0,122505.02130916766,2,3.712812946061375,Computer Science
4.3,5.0,5.0,4.2,4.3,3.5,3.6,4.6,2.7,2.0,4.1,3.4,1.9,4.5,4.8,2.3,4.1,3.0,2.6,2.9,4.1,170428.29163098053,3,4.309322936183168,Computer Science
4.4,4.2,3.4,1.7,3.7,4.2,4.1,2.4,4.5,3.2,4.1,2.7,3.3,3.8,4.7,2.8,4.5,1.4,2.0,4.7,4.4,152693.83787794202,2,4.159152539953504,Computer Science
4.8,4.4,2.5,5.0,4.2,1.0,3.5,2.9,1.6,2.7,2.9,2.2,3.1,4.2,3.0,2.1,4.7,1.4,2.4,3.3,2.8,139569.75644634693,3,2.517879936750917,Computer Science
4.4,5.0,3.8,3.4,4.9,3.6,1.8,3.0,3.5,3.0,2.3,1.3,2.2,4.6,3.6,1.4,4.9,1.7,2.0,3.8,2.7,104368.3034628559,1,4.802944988399954,Computer Science
4.1,3.3,3.4,3.4,3.8,2.7,2.7,3.8,2.6,2.6,3.1,1.6,4.9,4.7,2.3,1.9,4.0,3.6,1.4,2.8,1.3,181650.65074837639,3,3.962999583791471,Computer Science
2.4,2.0,4.5,1.9,3.7,2.8,2.1,4.3,1.8,3.0,2.9,5.0,2.2,3.8,1.6,5.0,2.3,3.2,4.8,3.1,2.6,91886.76335088053,1,4.118534436317821,Software Engineering
1.3,2.4,4.6,1.9,3.4,3.3,3.1,4.3,2.7,3.1,1.4,4.7,2.6,3.5,4.6,4.1,2.2,2.9,4.5,1.4,1.8,127206.73396947184,2,3.1975396573308954,Psychology
2.6,1.9,5.0,1.5,3.1,2.9,2.4,4.8,1.6,3.6,2.0,3.3,3.9,4.9,1.5,3.1,2.7,3.1,4.7,2.3,2.7,96707.45661706392,2,5.587956133858949,Psychology
4.3,2.0,4.5,3.7,3.8,4.3,1.7,4.3,3.7,4.0,1.5,2.0,1.3,2.1,1.7,3.5,2.2,2.8,4.5,4.2,2.0,62093.95243159979,3,4.068409504410424,Psychology
2.9,1.9,4.7,3.3,3.6,1.6,3.5,3.9,3.4,4.3,4.8,3.4,2.7,2.5,3.3,1.1,1.4,2.2,4.7,2.9,3.2,116296.04341211279,3,4.325799815772802,Psychology
3.3,2.6,4.6,4.2,4.7,4.2,2.3,4.4,2.5,4.5,4.1,3.5,3.7,3.3,2.1,4.1,3.4,3.5,4.4,2.3,2.7,81758.86356241936,2,2.768007300498565,Psychology
1.5,1.7,3.8,2.3,3.2,2.7,3.0,4.4,1.8,3.0,2.6,3.5,2.3,3.6,2.0,2.1,1.9,1.3,4.1,4.1,3.7,108434.04900118445,1,4.4177034322172215,Psychology
2.1,2.6,4.4,1.3,2.3,3.0,4.6,5.0,4.3,3.8,3.3,4.2,1.0,4.0,1.9,2.1,2.5,3.9,4.2,3.6,3.6,110680.58191662925,1,3.623080688323758,Psychology
3.4,3.2,4.7,5.0,4.6,3.1,4.1,4.0,2.7,2.9,2.8,3.9,4.1,3.8,2.4,3.7,2.8,3.7,3.8,2.0,3.6,154902.73745550594,3,2.9063966982159952,Psychology
2.3,1.0,3.9,2.7,3.5,2.3,3.8,4.0,3.3,3.0,2.7,1.6,2.8,2.4,4.0,3.6,1.6,2.1,4.1,2.8,4.0,155410.14878483742,1,1.3668682082380696,Psychology
3.4,2.3,4.4,2.4,3.7,4.0,3.9,4.5,2.5,1.0,3.5,3.7,2.9,5.0,2.3,4.5,2.5,2.8,3.7,4.4,3.1,174125.19219857687,3,4.6780997456214335,Psychology
3.3,1.0,3.8,3.0,4.2,2.3,1.3,3.8,4.6,3.5,4.0,4.2,2.4,2.6,2.8,3.4,2.8,4.9,4.9,3.8,4.9,113848.23712683887,2,4.451202372710782,Psychology
3.4,2.0,4.8,3.3,4.3,1.8,1.7,4.4,3.1,4.7,3.4,3.2,2.8,3.5,2.8,1.8,2.7,2.5,4.3,1.6,3.4,171311.15820382274,1,2.830266287088492,Software Engineering
1.8,2.6,5.0,2.3,4.1,2.1,3.8,4.3,2.3,2.0,4.1,1.6,2.9,1.1,2.0,1.7,1.0,2.5,4.3,1.8,2.4,113018.55884025432,1,1.9843340708488013,Linguistics
2.9,2.9,5.0,2.3,4.2,3.4,4.2,4.4,3.1,3.8,3.8,5.0,4.5,3.0,2.9,2.3,1.0,3.1,3.4,5.0,2.2,158965.9978113796,1,3.00862115262675,Psychology
4.1,2.0,3.9,3.5,4.7,4.2,3.1,4.8,2.6,3.6,3.4,1.0,2.0,3.2,3.2,3.0,2.1,4.2,4.7,1.0,4.9,62803.61688046738,3,4.2665141005669796,Psychology
2.9,2.3,5.0,1.4,3.8,2.5,4.5,5.0,3.3,1.7,2.4,1.0,4.0,2.4,4.2,2.4,1.9,2.6,3.7,1.4,5.0,97184.10474657483,3,3.373947142830055,Psychology
1.3,2.8,4.6,4.2,4.0,3.1,3.8,4.4,1.2,3.3,4.1,2.1,1.0,2.3,3.3,1.8,1.9,3.4,4.1,4.3,3.7,89831.33518418757,2,4.056806126010049,Psychology
3.1,2.9,4.9,3.3,3.9,2.9,2.3,4.2,3.2,1.0,4.3,2.5,1.8,5.0,3.2,4.1,1.5,4.1,4.9,2.7,1.3,151580.86091150393,3,6.054405828333046,Psychology
2.2,1.4,4.0,3.5,4.0,3.1,2.6,5.0,3.8,3.7,3.4,2.8,2.3,3.5,3.4,3.6,1.0,3.3,4.3,2.1,3.7,125318.11170896649,2,5.383298709115022,Psychology
2.5,2.9,5.0,4.4,4.3,5.0,3.9,4.6,3.0,2.7,1.8,1.0,4.0,2.9,2.1,5.0,2.8,2.8,4.8,3.0,2.6,157477.4832509942,3,3.198374348826682,Psychology
2.5,1.7,5.0,4.1,4.0,2.6,3.2,4.0,2.9,1.5,2.9,3.9,2.5,4.0,3.6,3.4,1.6,2.1,5.0,1.8,2.6,127388.16683061891,1,5.431807900853086,Psychology
1.9,3.5,4.0,4.0,3.5,4.2,1.7,4.1,3.6,2.9,3.2,2.6,2.8,2.8,2.2,5.0,3.1,4.4,4.9,4.0,2.3,87880.08356009792,1,3.543417253623102,Psychology
3.3,2.2,4.7,2.2,3.0,3.2,2.0,4.8,2.9,3.6,2.0,1.9,4.7,2.9,3.9,1.6,1.8,4.3,3.7,5.0,3.2,95431.95447668244,1,3.7815589811284807,Psychology
3.4,1.9,4.3,3.1,4.4,2.9,2.8,4.4,3.3,3.2,3.2,1.8,2.9,4.3,3.6,4.2,2.3,3.2,5.0,2.6,2.5,172074.87688380113,1,2.9632440383338015,Psychology
2.7,1.0,4.3,2.9,4.1,3.7,4.6,4.3,2.5,3.3,3.3,1.9,1.8,5.0,3.3,3.8,2.4,3.5,5.0,5.0,3.6,123619.02594958828,2,4.313846841231728,Psychology
3.4,1.9,4.3,3.6,3.1,3.9,2.6,3.3,2.5,2.9,3.6,3.4,1.7,3.1,2.5,2.6,1.3,2.9,5.0,4.9,2.0,121978.33008012023,2,3.248811517248737,Psychology
2.9,2.6,4.5,2.3,4.6,1.8,3.2,3.7,2.0,3.7,2.3,1.1,2.3,2.2,1.7,3.6,1.0,2.4,4.6,2.7,2.6,98318.81592891738,1,2.5249707015008775,Psychology
3.3,1.2,4.7,2.5,4.1,4.3,2.4,3.9,2.7,4.3,3.1,2.9,4.2,3.5,5.0,1.9,2.0,1.6,4.0,4.3,2.1,166974.8370422572,2,2.0959269875768687,Psychology
3.2,2.2,4.4,4.5,4.1,3.9,3.4,4.6,1.0,2.5,2.9,1.9,2.8,3.9,3.0,1.7,2.3,1.1,4.8,2.5,4.9,76492.70485104513,2,3.4732454375905766,Psychology
3.9,2.1,4.6,4.4,3.7,4.1,2.9,4.4,1.9,1.8,4.0,4.7,3.1,2.8,4.0,3.3,1.0,4.0,3.8,3.0,2.6,100780.2427158799,2,2.7133441722382248,Psychology
2.8,1.4,4.8,3.9,3.5,3.2,2.8,3.9,3.4,3.5,2.0,3.9,4.3,2.1,4.4,3.0,2.0,4.7,4.9,2.4,2.5,129773.0543339268,1,3.75222155869537,Psychology
2.4,1.9,3.5,1.0,3.9,2.5,2.4,4.2,1.5,3.7,2.7,3.0,3.9,2.7,3.9,3.4,2.6,4.0,4.8,2.9,3.5,88632.81157695231,2,4.448263242411516,Psychology
3.6,1.2,4.3,1.2,2.7,1.2,1.0,4.3,4.2,3.4,3.7,3.1,3.1,3.8,2.8,3.1,1.7,1.8,4.4,1.8,3.9,134664.5776215691,3,4.691812985773129,Software Engineering
2.1,2.7,5.0,3.3,3.6,3.3,4.1,5.0,2.2,1.5,3.3,1.2,3.3,3.2,2.9,4.8,2.1,3.6,5.0,2.9,2.6,109094.50419768924,2,3.159448828475865,Psychology
4.0,1.5,4.8,3.9,3.7,2.9,4.0,4.3,1.0,4.5,2.0,3.2,1.7,2.5,2.6,3.2,1.4,5.0,4.5,3.9,3.0,149918.04268973076,1,1.819479984432169,Psychology
2.1,2.1,4.2,3.6,3.1,2.5,2.9,5.0,3.0,5.0,4.4,2.7,3.4,3.6,1.0,1.3,2.3,3.5,4.6,1.9,5.0,137010.25212268968,3,4.237679316245061,Psychology
3.5,1.9,4.8,3.3,4.7,3.3,3.9,4.3,3.7,3.3,2.2,3.7,4.0,1.4,1.3,3.2,2.3,2.1,4.6,2.9,1.0,125399.00768027565,1,2.7224676401109913,Psychology
3.1,2.3,3.8,4.2,3.9,2.5,3.6,4.7,1.9,3.0,2.4,2.6,3.5,2.1,3.6,2.1,2.8,2.3,5.0,3.8,2.8,91471.50830348153,3,5.412663260228781,Psychology
3.5,1.8,4.8,3.6,4.4,2.0,4.6,5.0,2.1,3.0,3.1,3.2,3.8,2.7,3.4,3.6,2.3,3.5,4.8,3.2,1.1,89579.69261503957,3,2.4653130684996825,Psychology
3.6,1.2,4.0,3.6,3.0,4.0,3.6,4.0,4.0,1.1,3.5,1.8,2.5,2.5,4.3,2.5,1.9,2.6,4.0,2.0,3.3,119208.33138827907,2,1.6390900931128334,Psychology
1.9,2.3,5.0,2.0,3.4,3.5,1.3,4.3,2.8,4.8,3.5,3.0,3.8,3.2,2.1,3.7,2.6,2.7,4.6,5.0,3.2,113851.56277945018,3,2.695724575392894,Psychology
2.9,1.9,4.7,1.6,4.4,3.0,2.7,4.6,3.3,3.0,2.5,2.8,3.0,4.8,3.1,3.7,2.6,3.0,5.0,1.3,3.3,153205.57540404453,1,2.8981962071512766,Psychology
2.8,1.7,4.4,5.0,3.9,2.2,2.6,4.6,3.3,2.4,1.4,2.9,2.9,2.4,4.3,3.6,2.1,2.6,5.0,1.8,2.5,106428.95746084602,2,3.7391684907095675,Psychology
2.0,2.2,4.7,3.8,3.2,4.5,3.4,4.0,3.1,3.6,3.5,1.8,1.1,1.6,3.2,3.4,1.0,3.3,4.1,1.8,2.4,121679.36609987552,3,5.3041250356104745,Psychology
3.0,1.8,4.7,1.7,3.7,4.7,3.7,5.0,4.0,2.3,4.9,1.2,3.3,1.0,1.3,3.9,1.5,4.2,3.4,2.9,1.8,110144.36047499362,3,4.738678892254034,Psychology
2.2,1.0,4.7,4.1,4.1,3.4,3.8,4.0,3.1,5.0,3.1,2.2,3.3,2.6,3.0,3.7,1.6,1.0,4.4,3.5,4.7,152120.9368017679,2,3.417471421102754,Psychology
2.7,1.9,4.7,2.6,3.7,4.0,5.0,5.0,3.1,2.0,2.8,3.1,4.1,2.3,2.9,2.0,3.2,3.5,4.3,3.1,1.7,133640.6067633014,1,3.8081892941885056,Psychology
3.5,3.2,4.6,4.5,3.9,2.7,1.9,4.5,2.3,2.3,3.1,4.7,4.3,3.8,3.0,3.1,3.0,3.5,3.2,5.0,3.0,121556.12645106486,3,3.404026800713162,Psychology
1.7,1.9,3.9,2.7,3.6,4.8,4.6,4.4,4.2,2.6,1.6,3.5,3.4,2.1,2.1,3.9,1.0,3.6,4.3,3.6,4.0,93770.28555973036,1,2.587862014560317,Design
3.3,1.8,4.5,1.3,3.9,1.0,1.5,4.6,2.0,1.0,3.1,1.5,4.1,3.5,4.8,3.4,3.3,2.0,4.2,3.3,2.9,124356.15446504996,2,2.825049713213917,Psychology
2.7,1.5,4.2,2.7,3.7,2.6,3.0,4.8,3.8,3.4,2.9,2.6,3.3,4.0,4.3,1.7,1.9,2.1,3.8,4.1,4.3,114103.37038922931,2,3.132558682193794,Psychology
1.1,1.5,4.6,3.1,3.6,2.8,3.0,5.0,2.6,2.9,1.7,3.5,2.9,2.5,1.8,3.3,1.2,3.5,5.0,4.2,3.0,138726.45223611454,1,2.952695359106521,Psychology
2.4,1.1,5.0,2.9,3.7,3.3,3.4,4.1,3.2,3.1,4.0,3.8,3.0,3.0,2.8,3.1,2.0,3.2,3.8,2.4,4.4,100219.58924630308,1,3.388730755294662,Psychology
2.8,1.0,3.6,2.8,3.5,1.2,2.4,4.8,3.5,3.7,2.5,4.2,4.8,3.2,2.5,3.0,1.1,2.7,4.8,3.4,3.5,71341.34512936595,3,4.870017267751145,Psychology
2.0,1.6,3.9,2.7,3.7,4.2,2.0,4.6,3.1,1.1,2.3,2.2,4.7,3.5,3.1,1.0,1.0,3.7,4.9,2.3,3.0,118702.90453386585,2,3.635556737345052,Psychology
3.4,2.2,4.2,1.3,4.3,2.4,4.1,3.7,2.1,2.9,3.1,3.9,4.0,2.9,3.8,1.2,1.8,3.8,4.5,4.5,2.1,146786.47478667664,3,3.4488511135849094,Psychology
2.8,1.4,4.4,3.7,4.4,1.3,2.3,4.8,1.7,2.9,1.8,2.1,3.4,3.6,4.0,5.0,1.9,2.9,5.0,4.1,3.5,108443.1432972572,3,4.092937337174576,Psychology
3.4,1.2,5.0,3.6,3.8,2.7,3.8,4.2,2.6,4.5,2.5,3.1,2.2,3.3,3.6,4.7,1.3,1.6,4.4,2.4,3.0,135659.64977594366,2,3.421426336079108,Psychology
2.1,3.5,4.5,2.0,4.2,5.0,3.1,4.4,3.8,3.9,1.8,4.5,2.9,3.1,1.9,2.7,3.0,4.1,4.7,1.0,2.3,133072.8914638396,2,3.1568750007061177,Psychology
2.3,3.0,4.1,3.2,3.3,1.2,2.3,4.2,1.7,4.2,3.2,3.3,2.9,2.9,3.6,2.5,1.0,1.1,4.7,2.7,5.0,147055.99924979708,2,4.336131094733743,Psychology
2.7,1.9,4.4,4.3,3.1,2.3,2.7,3.8,2.4,4.1,3.7,2.6,3.8,5.0,3.3,4.4,2.6,2.7,4.6,3.5,2.3,50000.0,2,2.832739549696768,Psychology
2.4,2.6,5.0,3.8,3.3,2.2,4.5,4.4,2.3,3.1,1.7,1.8,2.4,3.9,2.7,3.7,2.1,1.6,5.0,1.8,2.4,105824.51507927018,1,3.0236862891814784,Psychology
3.4,2.4,5.0,3.4,3.6,2.8,1.0,3.8,3.4,4.5,3.8,2.8,2.2,3.7,3.2,2.2,2.2,3.8,3.7,2.9,4.3,151205.57172534906,2,3.4820074649428694,Psychology
2.5,1.4,4.4,2.2,4.1,3.6,1.7,5.0,3.7,2.5,2.9,3.9,2.5,3.7,3.3,3.8,2.4,2.4,4.6,3.8,3.7,139457.95880788038,3,4.466583156585163,Psychology
2.4,1.3,4.5,2.9,3.6,3.4,2.4,4.7,2.6,1.6,4.6,1.5,3.8,2.8,3.0,2.1,1.7,3.8,3.9,2.5,4.1,102417.35108632474,2,3.522988462867054,Psychology
2.5,1.4,4.9,2.3,3.6,3.5,5.0,4.1,2.5,2.4,3.5,2.5,2.1,3.1,3.6,2.5,2.1,3.3,4.5,3.3,2.2,88552.91762797262,2,3.444427572201192,Psychology
1.8,1.5,4.1,2.6,3.9,2.9,3.2,4.7,2.6,3.7,4.1,3.4,2.5,3.9,3.5,3.6,3.1,3.7,5.0,2.9,2.6,154467.87207669544,2,2.7114031427552856,Psychology
4.4,1.9,4.4,3.3,3.0,3.2,2.2,4.9,3.9,2.2,2.6,4.0,4.9,3.0,3.8,3.8,2.5,1.0,4.0,4.5,2.2,113665.19069886778,1,3.7651836278192468,Psychology
2.9,2.9,5.0,3.1,4.8,3.2,3.0,5.0,2.1,1.5,2.8,3.2,3.6,1.9,2.8,1.8,1.8,4.3,4.6,2.0,1.0,108912.44620461667,2,3.4836188809114104,Psychology
4.0,2.7,5.0,3.2,3.4,4.2,4.4,4.9,3.6,4.4,3.3,3.0,3.7,3.5,3.9,2.9,2.6,3.9,4.6,2.2,4.2,83710.27616974713,3,3.56134021281514,Psychology
2.0,3.0,4.5,1.0,4.2,3.9,4.2,3.9,3.5,3.6,3.6,2.4,3.4,4.1,1.1,3.0,2.7,4.6,5.0,3.9,4.9,149277.87450136404,2,1.6399543794227156,Psychology
3.1,2.3,4.9,2.1,4.2,4.0,3.3,3.9,2.4,3.4,3.1,1.6,3.3,1.9,2.0,1.9,1.0,1.0,3.8,3.1,3.2,110131.00378927594,2,4.657390072118291,Data Science
3.2,2.5,4.1,3.2,4.4,2.3,3.6,4.3,2.4,4.0,4.1,3.1,3.5,4.3,2.6,3.3,1.7,2.0,4.3,1.9,3.4,96834.5926481262,3,2.3823570136058674,Psychology
2.2,3.2,4.1,2.1,4.3,3.0,3.8,5.0,3.2,4.0,1.1,3.4,2.8,4.5,1.0,2.3,1.1,3.2,4.6,3.0,3.8,153120.3986536585,2,3.625921210033566,Medicine
2.2,2.6,4.0,3.3,3.3,1.6,2.2,4.1,3.0,2.4,2.1,2.2,1.0,2.6,3.0,2.6,2.1,4.0,5.0,4.0,2.4,92137.01519100304,3,3.0510219708418655,Psychology
2.6,2.3,4.1,4.0,4.1,2.6,3.4,4.3,1.3,4.1,2.9,3.3,3.7,1.2,2.9,2.3,3.0,3.0,4.4,2.6,4.6,98463.52883170178,1,3.1177654841587925,Psychology
2.5,2.0,4.7,2.7,3.5,3.4,4.6,4.1,1.5,2.4,2.9,1.2,3.1,3.6,2.0,2.7,2.5,3.0,4.6,2.9,3.1,167373.5399578751,3,3.9598410816109606,Psychology
1.3,1.9,4.7,2.8,3.4,3.6,2.6,3.6,2.3,3.1,2.5,2.7,3.8,2.4,2.9,2.8,2.8,3.0,4.9,2.3,4.8,144918.95700680057,1,3.0281116064344977,Psychology
1.0,1.4,5.0,1.5,3.4,3.9,5.0,4.5,2.5,2.7,2.3,2.8,5.0,4.0,3.6,3.4,2.1,3.1,5.0,3.1,2.8,88669.42506714525,3,3.610665916262979,Psychology
2.8,1.5,4.0,2.3,2.8,1.7,4.5,4.9,3.0,1.9,1.1,2.7,3.6,2.9,3.9,2.6,1.8,3.5,3.8,3.2,3.2,113039.11691489213,1,3.145299915657977,Psychology
2.4,2.4,5.0,2.2,3.2,4.0,2.3,5.0,1.9,3.7,1.5,2.0,2.0,2.4,3.8,3.0,2.8,3.8,4.0,2.9,4.2,94369.21400167196,1,3.959331014062801,Psychology
3.8,3.1,4.8,3.8,3.0,3.6,3.6,4.5,3.9,3.2,2.7,2.9,2.9,3.0,2.6,2.6,2.4,3.0,3.9,3.6,2.1,176568.43422532,3,4.185360812874206,Psychology
2.7,2.4,5.0,2.8,3.7,2.8,1.0,4.8,3.0,2.7,2.9,2.6,1.0,2.6,3.0,2.2,2.0,3.8,4.2,1.6,3.0,132795.4876472433,2,4.8733839311326825,Psychology
2.4,1.4,3.8,2.6,4.8,3.5,3.8,5.0,3.8,2.8,4.2,2.2,1.5,4.4,4.5,2.6,1.6,3.6,4.0,2.8,3.2,99263.53706407333,2,3.2341146036979604,Psychology
3.0,1.3,4.8,4.2,3.1,3.8,2.9,4.1,2.5,3.9,2.6,2.6,4.0,3.8,2.5,4.9,2.6,4.5,5.0,2.4,2.3,65472.10051938479,3,4.680634910683119,Psychology
4.2,2.8,5.0,4.1,4.0,1.9,1.3,4.2,3.2,5.0,2.8,3.2,3.3,3.2,4.8,4.3,2.0,2.4,4.2,3.0,2.3,147163.6701042965,3,2.4140776243639115,Psychology
4.0,2.8,5.0,2.9,4.7,1.0,3.5,4.9,2.3,4.1,2.8,2.9,2.7,4.6,2.5,2.4,1.4,2.6,4.6,3.6,2.2,131187.11729675357,2,3.9895766990865735,Psychology
2.6,1.3,4.6,2.8,4.4,3.0,3.3,4.3,1.0,3.2,4.2,3.6,1.5,2.7,2.8,3.6,2.1,1.0,4.0,2.6,2.3,113914.72781671517,1,3.6353319789674536,Psychology
2.6,2.3,4.7,4.3,3.4,4.8,4.1,5.0,3.3,2.7,2.5,4.8,4.1,2.0,4.0,2.2,2.2,3.8,5.0,3.2,2.9,121323.96617159685,1,4.353477169835871,Psychology
2.7,1.5,4.1,3.6,5.0,5.0,4.0,3.8,2.9,2.9,3.5,3.7,2.5,4.3,5.0,3.4,1.6,4.1,5.0,3.7,3.0,162164.91751316126,1,3.3142858933576647,Psychology
2.9,2.2,5.0,3.7,4.6,2.0,2.7,3.9,1.7,3.9,1.0,2.4,2.5,2.8,1.9,2.3,3.3,2.7,4.1,3.2,3.1,177747.574287478,3,3.281408438853418,Economics
2.4,2.2,3.6,3.3,4.0,4.1,3.1,5.0,2.6,2.5,4.6,2.4,1.0,4.6,4.7,2.8,2.0,2.5,5.0,4.5,2.5,124329.8387508827,1,3.7851468535033703,Design
2.9,1.6,4.4,2.4,3.8,1.9,3.8,5.0,2.4,1.4,2.9,3.3,3.5,4.6,3.8,1.2,1.1,3.4,4.3,4.5,2.1,148821.2985933021,1,2.9805278541386535,Psychology
3.9,2.2,4.8,2.8,3.8,3.1,5.0,4.6,1.8,3.2,2.2,2.3,3.1,3.4,3.4,2.3,1.0,2.9,4.5,2.9,3.2,107214.7461944545,1,3.7720974326156282,Economics
2.4,2.3,4.0,3.7,4.8,3.0,3.1,3.9,2.4,4.2,3.0,5.0,3.7,2.0,5.0,1.7,1.8,3.3,4.7,2.5,3.1,163608.49956592545,2,4.674191101117928,Psychology
2.5,1.2,4.6,2.2,3.2,1.6,3.1,4.5,4.3,4.3,3.7,5.0,2.4,2.7,2.8,2.8,1.0,2.4,4.7,4.2,1.8,85986.5309487046,1,3.0709703861166795,Economics
2.2,1.6,3.6,2.6,3.5,4.6,3.1,4.1,3.2,1.7,3.1,2.3,3.1,3.5,2.4,3.3,1.5,1.9,5.0,4.0,3.2,143430.54472468296,1,2.2632582221693807,Psychology
3.5,3.3,5.0,4.2,3.5,3.9,5.0,5.0,3.4,4.5,3.3,3.3,2.8,1.7,4.0,3.0,2.2,3.6,4.2,4.0,2.9,118911.27043844837,3,3.0817413751090044,Psychology
2.1,1.8,5.0,3.8,3.0,2.7,3.1,3.1,2.9,2.8,2.8,3.3,1.9,3.5,3.2,4.5,2.0,4.4,5.0,3.4,2.9,99445.12011450058,2,3.7360996280392818,Psychology
1.8,2.1,4.0,4.2,4.7,2.7,4.1,4.0,2.9,2.4,3.0,3.1,3.0,2.9,3.1,4.3,1.0,4.9,4.3,2.9,4.3,138200.6706313859,3,3.5564617316796725,Psychology
3.9,1.9,4.3,4.5,4.7,2.6,4.0,5.0,2.8,3.2,1.8,3.0,2.4,2.8,1.7,4.3,2.8,4.3,4.5,2.7,3.3,131131.93951274635,2,4.694958032463301,Psychology
2.8,1.1,4.5,1.4,3.3,3.3,4.8,4.3,3.0,3.8,3.4,3.5,3.7,2.6,2.2,3.3,1.0,1.0,5.0,4.1,2.3,83093.70586338983,1,3.583144324459003,Psychology
4.1,2.3,5.0,2.5,4.1,2.5,2.4,4.7,2.7,2.4,4.3,2.2,4.9,4.1,4.7,2.3,2.5,3.2,5.0,2.5,4.1,138817.0855118517,2,3.3759713973667065,Psychology
3.5,1.9,4.4,3.8,4.6,2.3,4.8,3.5,1.5,2.5,2.7,2.7,2.5,2.3,2.8,2.4,2.5,3.0,4.4,2.9,4.1,105497.8045940657,2,3.869050299596418,Psychology
2.6,2.4,5.0,1.6,4.1,2.1,4.3,3.9,3.0,3.3,1.1,1.0,2.6,4.7,2.8,3.5,1.0,3.8,4.7,3.7,3.0,81606.85309324593,2,2.893630809983978,Psychology
4.0,1.4,4.3,3.1,4.5,3.7,3.0,4.5,4.1,3.0,2.2,2.4,3.9,2.2,1.4,2.7,1.9,3.9,3.8,3.3,4.2,95479.64397297002,3,2.6849247987019176,Psychology
2.8,2.3,4.9,2.3,4.2,2.5,3.0,3.9,1.7,3.3,5.0,2.7,3.0,3.6,4.1,4.1,2.4,2.8,4.8,3.4,2.9,147377.8148741641,2,3.8416596491062727,Psychology
2.9,1.9,4.4,3.8,3.3,1.9,2.8,4.8,2.4,3.2,2.1,2.2,4.4,1.0,2.3,1.3,1.4,3.8,5.0,1.7,3.7,80237.71273498633,2,3.220247270202249,Psychology
2.1,2.0,4.8,3.4,3.2,2.4,3.9,4.1,3.8,2.3,3.4,3.8,1.0,3.9,4.3,2.7,2.2,2.2,4.7,5.0,1.0,104978.65419573332,2,4.137403492414252,Psychology
1.8,2.4,4.4,1.7,3.7,3.7,2.9,3.7,2.8,2.2,3.2,2.6,3.2,1.2,3.0,2.7,1.3,3.0,4.3,2.9,2.0,122576.1116338959,1,3.0622436670110114,Psychology
2.9,1.9,4.8,4.3,4.7,3.7,3.3,4.6,4.4,1.9,2.7,2.3,3.7,2.8,1.4,2.4,2.1,3.5,4.4,2.1,4.4,135358.93339261226,3,3.85435665796082,Psychology
1.7,2.3,4.8,1.9,4.3,2.0,2.7,4.0,3.6,3.5,1.9,2.4,2.4,3.6,2.3,2.9,1.8,2.7,5.0,2.3,2.8,130888.4371787203,3,3.8307309576785222,Linguistics
1.7,2.3,5.0,1.9,2.8,4.7,2.4,4.7,1.4,3.9,4.1,4.6,4.8,2.1,4.2,3.5,2.0,3.2,5.0,2.1,3.2,154724.7501546005,1,3.753138888807154,Psychology
2.4,2.2,5.0,3.9,4.5,3.5,4.0,4.4,3.3,5.0,3.9,3.0,3.8,1.9,2.7,2.8,1.5,4.8,4.7,3.6,2.9,85415.27748870035,3,4.897000570185551,Psychology
2.3,2.5,4.3,2.0,3.7,5.0,3.8,4.6,2.5,2.6,1.5,4.8,3.3,3.2,3.2,5.0,2.2,2.8,5.0,2.9,1.3,74189.80638277764,1,3.346632153097326,Psychology
1.9,3.2,4.8,2.5,4.5,1.4,4.8,4.7,5.0,3.6,3.2,2.4,2.6,1.8,5.0,3.1,2.6,4.0,4.4,2.2,2.3,73582.86061300719,1,3.5076370540520427,Psychology
1.7,2.2,4.9,3.7,4.1,4.4,2.4,3.9,2.4,1.7,3.1,2.9,3.5,1.4,3.0,4.2,2.4,1.1,4.5,2.3,3.0,108580.40483293319,1,4.891437127271501,Psychology
5.0,2.0,3.4,1.4,3.8,1.6,2.0,3.2,2.5,4.5,2.3,3.5,1.9,4.0,2.5,3.3,1.4,2.7,3.8,4.6,3.0,96128.01151961938,3,2.8631522909677445,Design
